latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,ingestion_timestamp
16.20188,-92.56693,330.17,0.4,0.6,2026-04-07,1853,N,VIIRS,n,2.0URT,297.21,3.77,D,2026-04-07 18:58:53.047434
16.2022,-90.05422,341.68,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,294.87,7.77,D,2026-04-07 18:58:53.047434
16.20269,-95.16536,331.83,0.6,0.7,2026-04-07,1853,N,VIIRS,n,2.0URT,298.58,10.51,D,2026-04-07 18:58:53.047434
16.20332,-95.17135,367.0,0.6,0.7,2026-04-07,1853,N,VIIRS,h,2.0URT,300.1,14.87,D,2026-04-07 18:58:53.047434
16.20451,-95.16601,333.94,0.6,0.7,2026-04-07,1853,N,VIIRS,n,2.0URT,298.69,14.52,D,2026-04-07 18:58:53.047434
16.22514,-94.16751,331.37,0.5,0.7,2026-04-07,1853,N,VIIRS,n,2.0URT,298.05,4.32,D,2026-04-07 18:58:53.047434
16.42345,-92.8742,337.09,0.4,0.6,2026-04-07,1853,N,VIIRS,n,2.0URT,299.41,5.15,D,2026-04-07 18:58:53.047434
16.79388,-97.52926,367.0,0.8,0.8,2026-04-07,1853,N,VIIRS,h,2.0URT,295.66,44.79,D,2026-04-07 18:58:53.047434
16.80033,-97.53384,367.0,0.8,0.8,2026-04-07,1853,N,VIIRS,h,2.0URT,293.77,31.92,D,2026-04-07 18:58:53.047434
16.80145,-97.52905,367.0,0.8,0.8,2026-04-07,1853,N,VIIRS,h,2.0URT,292.79,42.73,D,2026-04-07 18:58:53.047434
16.80175,-97.53514,353.96,0.8,0.8,2026-04-07,1853,N,VIIRS,n,2.0URT,292.53,19.59,D,2026-04-07 18:58:53.047434
16.80296,-97.53008,367.0,0.8,0.8,2026-04-07,1853,N,VIIRS,h,2.0URT,293.17,19.59,D,2026-04-07 18:58:53.047434
17.07645,-97.33494,337.96,0.7,0.8,2026-04-07,1853,N,VIIRS,n,2.0URT,300.59,9.86,D,2026-04-07 18:58:53.047434
17.08027,-97.33329,334.01,0.7,0.8,2026-04-07,1853,N,VIIRS,n,2.0URT,300.39,6.49,D,2026-04-07 18:58:53.047434
17.86336,-77.27805,345.26,0.4,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,299.16,5.43,D,2026-04-07 18:58:53.047434
17.86386,-77.27398,335.53,0.4,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,297.69,4.58,D,2026-04-07 18:58:53.047434
18.36412,-73.04874,330.56,0.4,0.6,2026-04-07,1853,N,VIIRS,n,2.0URT,293.22,3.04,D,2026-04-07 18:58:53.047434
18.45019,-91.2972,328.69,0.6,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,293.95,4.91,D,2026-04-07 18:58:53.047434
18.47686,-71.28107,339.69,0.5,0.7,2026-04-07,1853,N,VIIRS,n,2.0URT,291.51,3.93,D,2026-04-07 18:58:53.047434
18.48706,-71.47812,340.0,0.5,0.7,2026-04-07,1853,N,VIIRS,n,2.0URT,288.51,4.8,D,2026-04-07 18:58:53.047434
18.77086,-71.41232,338.47,0.5,0.7,2026-04-07,1853,N,VIIRS,n,2.0URT,291.11,4.88,D,2026-04-07 18:58:53.047434
20.11773,-77.40952,338.24,0.4,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,297.28,3.58,D,2026-04-07 18:58:53.047434
20.16578,-77.30155,342.58,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,296.65,11.88,D,2026-04-07 18:58:53.047434
20.16959,-77.30645,343.34,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,299.79,10.31,D,2026-04-07 18:58:53.047434
20.17011,-77.3021,331.76,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,300.1,11.88,D,2026-04-07 18:58:53.047434
20.17064,-77.29774,342.91,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,299.35,11.88,D,2026-04-07 18:58:53.047434
20.17445,-77.30265,340.65,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,298.36,14.68,D,2026-04-07 18:58:53.047434
20.17498,-77.29829,343.53,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,299.71,14.68,D,2026-04-07 18:58:53.047434
20.17558,-77.301,367.0,0.5,0.5,2026-04-07,1853,N,VIIRS,h,2.0URT,301.26,28.58,D,2026-04-07 18:58:53.047434
20.17879,-77.30319,338.47,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,298.15,14.68,D,2026-04-07 18:58:53.047434
20.17932,-77.29883,342.65,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,299.27,14.68,D,2026-04-07 18:58:53.047434
20.17993,-77.30155,352.51,0.5,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,299.79,28.58,D,2026-04-07 18:58:53.047434
20.26986,-75.82736,342.31,0.6,0.5,2026-04-07,1853,N,VIIRS,n,2.0URT,300.58,56.61,D,2026-04-07 18:58:53.047434
18.13707,-94.35813,333.48,0.5,0.6,2026-04-07,1854,N,VIIRS,n,2.0URT,287.17,3.55,D,2026-04-07 18:58:53.047434
18.39335,-92.82822,339.46,0.4,0.6,2026-04-07,1854,N,VIIRS,n,2.0URT,292.41,3.25,D,2026-04-07 18:58:53.047434
18.41589,-93.1899,367.0,0.4,0.6,2026-04-07,1854,N,VIIRS,h,2.0URT,294.98,11.73,D,2026-04-07 18:58:53.047434
18.42128,-93.19114,367.0,0.4,0.6,2026-04-07,1854,N,VIIRS,h,2.0URT,294.12,20.38,D,2026-04-07 18:58:53.047434
18.43809,-93.16462,367.0,0.4,0.6,2026-04-07,1854,N,VIIRS,h,2.0URT,294.17,8.94,D,2026-04-07 18:58:53.047434
18.53578,-96.1133,334.39,0.6,0.7,2026-04-07,1854,N,VIIRS,n,2.0URT,287.22,2.45,D,2026-04-07 18:58:53.047434
18.64178,-92.17072,338.01,0.3,0.6,2026-04-07,1854,N,VIIRS,n,2.0URT,292.24,2.1,D,2026-04-07 18:58:53.047434
18.64682,-92.17183,348.65,0.3,0.6,2026-04-07,1854,N,VIIRS,n,2.0URT,292.04,2.1,D,2026-04-07 18:58:53.047434
19.29395,-92.16671,332.27,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,291.03,5.98,D,2026-04-07 18:58:53.047434
19.30092,-92.20364,332.82,0.3,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,290.31,3.76,D,2026-04-07 18:58:53.047434
19.30246,-92.20187,339.74,0.3,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,290.44,3.09,D,2026-04-07 18:58:53.047434
19.36688,-92.01094,338.31,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,290.84,11.08,D,2026-04-07 18:58:53.047434
19.36809,-92.00508,340.59,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,290.69,14.13,D,2026-04-07 18:58:53.047434
19.39037,-92.04697,329.3,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,291.22,10.23,D,2026-04-07 18:58:53.047434
19.3965,-92.04218,341.91,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,291.62,9.33,D,2026-04-07 18:58:53.047434
19.42501,-92.0795,326.4,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,290.4,3.65,D,2026-04-07 18:58:53.047434
19.43505,-92.0345,339.65,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,291.35,8.99,D,2026-04-07 18:58:53.047434
19.43827,-92.03923,339.38,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,291.7,9.18,D,2026-04-07 18:58:53.047434
19.43997,-92.03559,340.81,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,291.36,8.99,D,2026-04-07 18:58:53.047434
19.44493,-92.08604,341.05,0.6,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,290.91,10.02,D,2026-04-07 18:58:53.047434
19.59871,-92.29366,345.6,0.3,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,292.53,3.67,D,2026-04-07 18:58:53.047434
20.82416,-77.69041,330.17,0.4,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,293.5,2.11,D,2026-04-07 18:58:53.047434
20.83579,-76.82643,332.31,0.5,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,297.0,4.22,D,2026-04-07 18:58:53.047434
20.8403,-76.827,334.56,0.5,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,296.28,4.22,D,2026-04-07 18:58:53.047434
21.05331,-78.09692,339.04,0.4,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,297.77,5.99,D,2026-04-07 18:58:53.047434
21.05433,-78.09973,342.68,0.4,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,298.62,6.37,D,2026-04-07 18:58:53.047434
21.38501,-78.40588,341.65,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.05,4.56,D,2026-04-07 18:58:53.047434
21.55014,-78.2058,351.29,0.4,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,298.53,9.58,D,2026-04-07 18:58:53.047434
21.56631,-78.21213,341.5,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,295.32,6.88,D,2026-04-07 18:58:53.047434
21.56721,-78.21235,340.95,0.4,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,295.39,8.33,D,2026-04-07 18:58:53.047434
21.60936,-78.21399,367.0,0.4,0.5,2026-04-07,1854,N,VIIRS,h,2.0URT,298.02,15.57,D,2026-04-07 18:58:53.047434
21.71376,-78.41402,341.5,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,298.5,5.26,D,2026-04-07 18:58:53.047434
21.71788,-78.41456,339.85,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,297.01,3.73,D,2026-04-07 18:58:53.047434
21.73418,-78.45264,331.43,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,298.12,1.5,D,2026-04-07 18:58:53.047434
21.80085,-82.79785,334.48,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,304.19,1.86,D,2026-04-07 18:58:53.047434
21.83377,-78.7135,334.2,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.44,2.67,D,2026-04-07 18:58:53.047434
21.83395,-78.71375,334.52,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.27,2.82,D,2026-04-07 18:58:53.047434
21.89448,-82.82466,333.12,0.4,0.4,2026-04-07,1854,N,VIIRS,l,2.0URT,303.45,2.43,D,2026-04-07 18:58:53.047434
21.89732,-82.87592,350.73,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,304.32,4.41,D,2026-04-07 18:58:53.047434
21.89787,-82.87211,335.43,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.92,4.41,D,2026-04-07 18:58:53.047434
21.898,-78.38229,346.01,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,299.19,15.72,D,2026-04-07 18:58:53.047434
21.89957,-82.90748,339.68,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,303.34,5.15,D,2026-04-07 18:58:53.047434
21.90009,-82.83342,337.16,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.37,2.59,D,2026-04-07 18:58:53.047434
21.90067,-82.87648,332.83,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,299.31,4.41,D,2026-04-07 18:58:53.047434
21.90123,-82.87267,337.61,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,299.6,4.41,D,2026-04-07 18:58:53.047434
21.90403,-82.87704,355.05,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,308.22,16.71,D,2026-04-07 18:58:53.047434
21.90459,-82.87322,347.11,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.77,16.71,D,2026-04-07 18:58:53.047434
21.90739,-82.87759,343.3,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.12,16.71,D,2026-04-07 18:58:53.047434
21.92366,-78.41402,337.86,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.05,4.02,D,2026-04-07 18:58:53.047434
21.94433,-78.65506,345.73,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,303.26,5.95,D,2026-04-07 18:58:53.047434
21.94529,-78.64737,333.64,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.53,9.41,D,2026-04-07 18:58:53.047434
21.94768,-78.65486,352.7,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,303.95,11.57,D,2026-04-07 18:58:53.047434
21.9484,-78.65561,353.53,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.53,5.95,D,2026-04-07 18:58:53.047434
21.95266,-78.64771,334.97,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,303.94,2.55,D,2026-04-07 18:58:53.047434
21.95689,-79.15125,331.45,0.6,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.36,3.19,D,2026-04-07 18:58:53.047434
21.96612,-78.74312,345.43,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.62,7.42,D,2026-04-07 18:58:53.047434
21.98205,-78.67914,345.45,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,304.56,37.37,D,2026-04-07 18:58:53.047434
21.98611,-78.67968,346.7,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,313.88,37.37,D,2026-04-07 18:58:53.047434
22.02102,-78.56227,341.79,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.66,39.59,D,2026-04-07 18:58:53.047434
22.05916,-78.17193,342.33,0.4,0.5,2026-04-07,1854,N,VIIRS,n,2.0URT,298.92,6.31,D,2026-04-07 18:58:53.047434
22.06045,-78.64275,335.22,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,298.7,2.13,D,2026-04-07 18:58:53.047434
22.07032,-78.73428,331.49,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,294.77,5.08,D,2026-04-07 18:58:53.047434
22.09628,-78.65549,336.82,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,297.33,3.82,D,2026-04-07 18:58:53.047434
22.16726,-78.71259,341.28,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,295.29,3.73,D,2026-04-07 18:58:53.047434
22.16772,-78.70873,341.58,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,295.13,3.73,D,2026-04-07 18:58:53.047434
22.23204,-80.35883,338.58,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,299.2,4.04,D,2026-04-07 18:58:53.047434
22.25024,-79.38013,347.8,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,304.04,10.11,D,2026-04-07 18:58:53.047434
22.31265,-80.06357,334.23,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.28,3.59,D,2026-04-07 18:58:53.047434
22.31443,-83.57341,332.91,0.4,0.4,2026-04-07,1854,N,VIIRS,l,2.0URT,302.93,21.29,D,2026-04-07 18:58:53.047434
22.31637,-80.4223,336.82,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,303.31,5.14,D,2026-04-07 18:58:53.047434
22.31674,-83.4892,345.08,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.99,5.69,D,2026-04-07 18:58:53.047434
22.31735,-83.36977,337.72,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,303.95,5.11,D,2026-04-07 18:58:53.047434
22.31832,-83.57024,339.98,0.4,0.4,2026-04-07,1854,N,VIIRS,l,2.0URT,311.07,21.29,D,2026-04-07 18:58:53.047434
22.3278,-80.87066,342.47,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,304.31,57.49,D,2026-04-07 18:58:53.047434
22.33142,-80.87122,337.67,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,312.48,57.49,D,2026-04-07 18:58:53.047434
22.33445,-83.53072,337.69,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,304.37,4.98,D,2026-04-07 18:58:53.047434
22.339,-83.40821,336.86,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.42,2.0,D,2026-04-07 18:58:53.047434
22.34927,-80.61982,336.62,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.22,5.33,D,2026-04-07 18:58:53.047434
22.39153,-80.13722,338.19,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.17,2.51,D,2026-04-07 18:58:53.047434
22.40867,-83.16822,345.07,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,312.84,65.08,D,2026-04-07 18:58:53.047434
22.42423,-83.26051,335.25,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.71,2.8,D,2026-04-07 18:58:53.047434
22.42751,-83.51624,337.74,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,303.5,2.82,D,2026-04-07 18:58:53.047434
22.42757,-83.26107,337.66,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.23,26.61,D,2026-04-07 18:58:53.047434
22.52357,-83.89413,335.02,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.13,3.72,D,2026-04-07 18:58:53.047434
22.55223,-81.16016,355.09,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.49,7.99,D,2026-04-07 18:58:53.047434
22.55282,-81.15578,335.16,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.54,7.99,D,2026-04-07 18:58:53.047434
22.55581,-81.16071,346.42,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,299.81,17.66,D,2026-04-07 18:58:53.047434
22.5564,-81.15633,337.75,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,305.36,17.66,D,2026-04-07 18:58:53.047434
22.55997,-81.15688,339.77,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,297.0,17.66,D,2026-04-07 18:58:53.047434
22.61348,-84.01368,333.78,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.83,2.52,D,2026-04-07 18:58:53.047434
22.63025,-82.96708,343.35,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,298.87,3.46,D,2026-04-07 18:58:53.047434
22.63361,-82.96764,337.57,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.81,22.18,D,2026-04-07 18:58:53.047434
22.64644,-82.83148,341.97,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.52,4.19,D,2026-04-07 18:58:53.047434
22.66447,-79.839,332.7,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,306.08,3.69,D,2026-04-07 18:58:53.047434
22.66583,-79.84229,331.21,0.5,0.4,2026-04-07,1854,N,VIIRS,l,2.0URT,302.81,1.78,D,2026-04-07 18:58:53.047434
22.69492,-80.58632,330.04,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,299.07,2.41,D,2026-04-07 18:58:53.047434
22.70254,-81.45455,331.86,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,298.95,2.48,D,2026-04-07 18:58:53.047434
22.7166,-83.75484,331.12,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.25,1.5,D,2026-04-07 18:58:53.047434
22.72451,-80.73225,342.65,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,298.48,8.32,D,2026-04-07 18:58:53.047434
22.76843,-81.2622,341.18,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.36,11.68,D,2026-04-07 18:58:53.047434
22.77583,-83.23878,334.5,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,298.68,4.21,D,2026-04-07 18:58:53.047434
22.79401,-82.923,347.03,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,296.42,6.81,D,2026-04-07 18:58:53.047434
22.80347,-81.42608,346.31,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,304.35,15.72,D,2026-04-07 18:58:53.047434
22.82878,-80.78407,334.62,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,296.73,7.12,D,2026-04-07 18:58:53.047434
22.89206,-81.11866,330.91,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,299.64,6.61,D,2026-04-07 18:58:53.047434
22.89736,-81.02399,336.82,0.5,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.08,6.33,D,2026-04-07 18:58:53.047434
22.90118,-81.65845,332.93,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,299.23,2.31,D,2026-04-07 18:58:53.047434
22.91484,-81.47781,341.15,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,305.17,4.1,D,2026-04-07 18:58:53.047434
22.92476,-81.85053,346.69,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,304.3,24.02,D,2026-04-07 18:58:53.047434
22.95791,-81.82444,342.17,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,308.71,7.6,D,2026-04-07 18:58:53.047434
22.96004,-81.62272,346.68,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.7,6.66,D,2026-04-07 18:58:53.047434
22.96033,-81.61998,354.41,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,303.85,9.57,D,2026-04-07 18:58:53.047434
22.96061,-81.61849,344.82,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.44,6.66,D,2026-04-07 18:58:53.047434
22.9614,-81.825,332.18,0.4,0.4,2026-04-07,1854,N,VIIRS,l,2.0URT,303.39,2.15,D,2026-04-07 18:58:53.047434
22.96386,-81.62051,348.79,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,299.92,9.57,D,2026-04-07 18:58:53.047434
22.96413,-81.61903,331.91,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,298.42,6.66,D,2026-04-07 18:58:53.047434
22.97066,-81.80943,332.98,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.25,3.33,D,2026-04-07 18:58:53.047434
22.97441,-81.49158,336.6,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,303.4,2.73,D,2026-04-07 18:58:53.047434
22.97472,-81.8058,335.74,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,302.11,6.49,D,2026-04-07 18:58:53.047434
23.00932,-82.95113,340.26,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,300.39,4.77,D,2026-04-07 18:58:53.047434
23.01269,-82.95168,331.26,0.4,0.4,2026-04-07,1854,N,VIIRS,n,2.0URT,301.4,3.13,D,2026-04-07 18:58:53.047434
23.89216,-98.99707,353.52,0.7,0.7,2026-04-07,1855,N,VIIRS,n,2.0URT,292.53,10.13,D,2026-04-07 18:58:53.047434
23.89384,-98.99052,337.0,0.7,0.7,2026-04-07,1855,N,VIIRS,n,2.0URT,292.13,10.13,D,2026-04-07 18:58:53.047434
23.89883,-98.99906,344.19,0.7,0.7,2026-04-07,1855,N,VIIRS,n,2.0URT,291.05,10.13,D,2026-04-07 18:58:53.047434
25.00271,-77.39609,333.51,0.5,0.5,2026-04-07,1855,N,VIIRS,n,2.0URT,294.23,3.66,D,2026-04-07 18:58:53.047434
24.82901,-98.6124,335.99,0.6,0.7,2026-04-07,1856,N,VIIRS,n,2.0URT,292.02,6.75,D,2026-04-07 18:58:53.047434
24.83141,-98.61015,334.16,0.6,0.7,2026-04-07,1856,N,VIIRS,n,2.0URT,292.79,6.26,D,2026-04-07 18:58:53.047434
27.37494,-98.46361,336.08,0.5,0.7,2026-04-07,1856,N,VIIRS,n,2.0URT,288.3,9.71,D,2026-04-07 18:58:53.047434
27.37507,-98.46109,367.0,0.5,0.7,2026-04-07,1856,N,VIIRS,h,2.0URT,291.2,9.99,D,2026-04-07 18:58:53.047434
27.37625,-98.4584,367.0,0.5,0.7,2026-04-07,1856,N,VIIRS,h,2.0URT,291.97,9.71,D,2026-04-07 18:58:53.047434
27.37641,-98.4559,345.42,0.5,0.7,2026-04-07,1856,N,VIIRS,n,2.0URT,290.21,9.99,D,2026-04-07 18:58:53.047434
27.38228,-98.46027,354.42,0.5,0.7,2026-04-07,1856,N,VIIRS,n,2.0URT,288.85,9.71,D,2026-04-07 18:58:53.047434
27.38245,-98.45773,356.29,0.5,0.7,2026-04-07,1856,N,VIIRS,l,2.0URT,287.87,15.62,D,2026-04-07 18:58:53.047434
27.38359,-98.45506,342.83,0.5,0.7,2026-04-07,1856,N,VIIRS,n,2.0URT,284.16,21.16,D,2026-04-07 18:58:53.047434
28.03097,-97.60983,330.88,0.4,0.6,2026-04-07,1856,N,VIIRS,l,2.0URT,301.5,2.55,D,2026-04-07 18:58:53.047434
28.03131,-97.60912,337.5,0.4,0.6,2026-04-07,1856,N,VIIRS,n,2.0URT,301.99,3.35,D,2026-04-07 18:58:53.047434
29.59475,-90.42461,334.13,0.5,0.4,2026-04-07,1856,N,VIIRS,n,2.0URT,298.83,4.0,D,2026-04-07 18:58:53.047434
30.38112,-84.70706,343.14,0.4,0.4,2026-04-07,1856,N,VIIRS,n,2.0URT,302.82,3.95,D,2026-04-07 18:58:53.047434
30.3845,-84.7077,334.53,0.4,0.4,2026-04-07,1856,N,VIIRS,n,2.0URT,300.98,2.85,D,2026-04-07 18:58:53.047434
30.38509,-84.70354,330.53,0.4,0.4,2026-04-07,1856,N,VIIRS,l,2.0URT,302.71,2.85,D,2026-04-07 18:58:53.047434
30.60847,-84.29891,331.06,0.4,0.4,2026-04-07,1856,N,VIIRS,n,2.0URT,304.44,3.18,D,2026-04-07 18:58:53.047434
30.70743,-83.85452,333.09,0.4,0.4,2026-04-07,1856,N,VIIRS,l,2.0URT,304.04,3.21,D,2026-04-07 18:58:53.047434
30.70849,-84.02986,336.61,0.4,0.4,2026-04-07,1856,N,VIIRS,n,2.0URT,306.01,5.28,D,2026-04-07 18:58:53.047434
29.86004,-94.90887,330.96,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,301.1,4.3,D,2026-04-07 18:58:53.047434
29.86137,-94.90306,339.67,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,301.74,4.3,D,2026-04-07 18:58:53.047434
29.86238,-94.9008,341.98,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,301.87,9.05,D,2026-04-07 18:58:53.047434
29.86473,-94.91026,340.82,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,297.58,4.3,D,2026-04-07 18:58:53.047434
29.9064,-96.02166,332.05,0.3,0.6,2026-04-07,1857,N,VIIRS,n,2.0URT,298.99,1.94,D,2026-04-07 18:58:53.047434
30.06791,-94.0668,333.31,0.5,0.5,2026-04-07,1857,N,VIIRS,l,2.0URT,304.96,4.85,D,2026-04-07 18:58:53.047434
30.12788,-96.34731,332.58,0.3,0.6,2026-04-07,1857,N,VIIRS,n,2.0URT,302.07,4.04,D,2026-04-07 18:58:53.047434
30.23649,-95.70136,330.18,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,299.27,5.18,D,2026-04-07 18:58:53.047434
30.23716,-95.70294,328.6,0.6,0.5,2026-04-07,1857,N,VIIRS,l,2.0URT,301.31,4.55,D,2026-04-07 18:58:53.047434
