latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,ingestion_timestamp
30.2589,-93.28609,339.41,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,299.59,4.09,D,2026-04-07 18:58:53.047434
30.33053,-93.40308,339.52,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,296.75,5.39,D,2026-04-07 18:58:53.047434
30.33152,-93.39839,341.81,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,297.65,8.71,D,2026-04-07 18:58:53.047434
30.35731,-96.08233,341.46,0.3,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,303.42,2.03,D,2026-04-07 18:58:53.047434
30.35869,-96.08143,339.43,0.3,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,302.94,1.7,D,2026-04-07 18:58:53.047434
30.42369,-97.18331,333.52,0.4,0.6,2026-04-07,1857,N,VIIRS,n,2.0URT,284.03,2.49,D,2026-04-07 18:58:53.047434
30.42558,-97.18443,330.0,0.4,0.6,2026-04-07,1857,N,VIIRS,n,2.0URT,281.3,2.88,D,2026-04-07 18:58:53.047434
30.49162,-94.63534,367.0,0.5,0.5,2026-04-07,1857,N,VIIRS,h,2.0URT,304.84,24.26,D,2026-04-07 18:58:53.047434
30.49284,-94.62988,367.0,0.5,0.5,2026-04-07,1857,N,VIIRS,h,2.0URT,304.89,24.26,D,2026-04-07 18:58:53.047434
30.49552,-95.71695,325.48,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.43,7.93,D,2026-04-07 18:58:53.047434
30.4974,-94.6312,354.5,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,311.66,24.26,D,2026-04-07 18:58:53.047434
30.50196,-94.63253,340.58,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,304.69,12.04,D,2026-04-07 18:58:53.047434
30.50377,-95.72609,332.62,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.15,8.07,D,2026-04-07 18:58:53.047434
30.50521,-95.71983,329.62,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.15,9.11,D,2026-04-07 18:58:53.047434
30.51346,-95.72899,349.01,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,296.97,25.16,D,2026-04-07 18:58:53.047434
30.51492,-95.72266,348.53,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,296.31,9.84,D,2026-04-07 18:58:53.047434
30.51686,-95.73673,347.03,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,297.56,25.16,D,2026-04-07 18:58:53.047434
30.51831,-95.73044,367.0,0.6,0.5,2026-04-07,1857,N,VIIRS,h,2.0URT,300.49,25.16,D,2026-04-07 18:58:53.047434
30.51976,-95.72412,335.3,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,293.93,9.84,D,2026-04-07 18:58:53.047434
30.52091,-95.58461,325.59,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.67,3.6,D,2026-04-07 18:58:53.047434
30.52171,-95.7382,355.73,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,296.07,21.87,D,2026-04-07 18:58:53.047434
30.52315,-95.73191,356.24,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,303.16,21.87,D,2026-04-07 18:58:53.047434
30.52511,-95.74599,342.57,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,295.27,10.66,D,2026-04-07 18:58:53.047434
30.52655,-95.7397,350.51,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,295.36,21.87,D,2026-04-07 18:58:53.047434
30.52798,-95.73344,367.0,0.6,0.5,2026-04-07,1857,N,VIIRS,h,2.0URT,296.43,21.87,D,2026-04-07 18:58:53.047434
30.52995,-95.74751,335.33,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,293.74,4.71,D,2026-04-07 18:58:53.047434
30.53138,-95.74121,330.22,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.14,8.11,D,2026-04-07 18:58:53.047434
30.65996,-91.48931,343.6,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,305.03,8.55,D,2026-04-07 18:58:53.047434
30.71155,-95.93661,326.32,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.69,2.32,D,2026-04-07 18:58:53.047434
30.71195,-95.93497,327.78,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.37,2.45,D,2026-04-07 18:58:53.047434
30.77011,-89.41522,331.93,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,289.27,4.79,D,2026-04-07 18:58:53.047434
30.77091,-89.41073,352.32,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,295.8,9.33,D,2026-04-07 18:58:53.047434
30.91806,-95.13412,332.17,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,299.64,13.82,D,2026-04-07 18:58:53.047434
30.9181,-95.13655,345.58,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,300.87,12.52,D,2026-04-07 18:58:53.047434
30.9227,-95.13557,367.0,0.6,0.5,2026-04-07,1857,N,VIIRS,h,2.0URT,307.15,13.82,D,2026-04-07 18:58:53.047434
30.92274,-95.13799,343.11,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,301.72,12.52,D,2026-04-07 18:58:53.047434
30.92404,-95.13226,342.4,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,301.16,12.52,D,2026-04-07 18:58:53.047434
30.92867,-95.13368,347.85,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,300.89,9.08,D,2026-04-07 18:58:53.047434
30.98862,-91.01492,338.14,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,294.54,7.53,D,2026-04-07 18:58:53.047434
30.99136,-91.02108,342.1,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,293.86,14.56,D,2026-04-07 18:58:53.047434
30.99144,-91.02271,333.15,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.15,4.76,D,2026-04-07 18:58:53.047434
30.99233,-91.01585,343.88,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.32,14.56,D,2026-04-07 18:58:53.047434
30.99245,-91.01749,353.98,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.33,37.52,D,2026-04-07 18:58:53.047434
30.99508,-91.02201,337.97,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.57,14.56,D,2026-04-07 18:58:53.047434
31.06847,-93.32062,341.63,0.4,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,298.09,4.4,D,2026-04-07 18:58:53.047434
31.07266,-93.32178,341.61,0.4,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,296.65,4.4,D,2026-04-07 18:58:53.047434
31.11142,-96.61528,339.18,0.3,0.6,2026-04-07,1857,N,VIIRS,n,2.0URT,290.88,3.43,D,2026-04-07 18:58:53.047434
31.11417,-96.61504,338.85,0.3,0.6,2026-04-07,1857,N,VIIRS,n,2.0URT,288.96,3.79,D,2026-04-07 18:58:53.047434
31.14414,-93.29131,327.4,0.4,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,299.22,3.85,D,2026-04-07 18:58:53.047434
31.14791,-87.17351,346.86,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,306.26,9.74,D,2026-04-07 18:58:53.047434
31.16894,-93.73766,326.27,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.0,2.33,D,2026-04-07 18:58:53.047434
31.18374,-93.73192,351.05,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,302.19,13.18,D,2026-04-07 18:58:53.047434
31.18634,-92.5561,325.5,0.4,0.4,2026-04-07,1857,N,VIIRS,l,2.0URT,298.2,5.19,D,2026-04-07 18:58:53.047434
31.1895,-92.56134,331.82,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,296.67,3.3,D,2026-04-07 18:58:53.047434
31.19034,-92.5572,335.36,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,297.24,3.3,D,2026-04-07 18:58:53.047434
31.19118,-92.55306,332.04,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,297.5,3.91,D,2026-04-07 18:58:53.047434
31.19267,-92.56657,343.78,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,293.99,4.61,D,2026-04-07 18:58:53.047434
31.1935,-92.56245,328.11,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,293.79,3.3,D,2026-04-07 18:58:53.047434
31.19434,-92.55833,338.52,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,297.63,3.3,D,2026-04-07 18:58:53.047434
31.19518,-92.55418,330.86,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,298.53,3.91,D,2026-04-07 18:58:53.047434
31.19667,-92.56768,333.66,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,289.63,4.49,D,2026-04-07 18:58:53.047434
31.19834,-92.55943,339.57,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,296.27,5.03,D,2026-04-07 18:58:53.047434
31.19917,-92.55529,344.45,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.64,5.21,D,2026-04-07 18:58:53.047434
31.20018,-96.24622,327.21,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,286.89,3.55,D,2026-04-07 18:58:53.047434
31.20037,-96.81413,329.56,0.3,0.6,2026-04-07,1857,N,VIIRS,n,2.0URT,287.53,3.18,D,2026-04-07 18:58:53.047434
31.2015,-92.56467,332.42,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,290.06,5.03,D,2026-04-07 18:58:53.047434
31.20234,-92.56052,350.42,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,295.46,5.03,D,2026-04-07 18:58:53.047434
31.20317,-92.5564,329.26,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,297.06,5.21,D,2026-04-07 18:58:53.047434
31.21726,-95.2915,326.44,0.6,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,300.6,4.73,D,2026-04-07 18:58:53.047434
31.23542,-91.34058,334.92,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,297.66,4.92,D,2026-04-07 18:58:53.047434
31.29302,-92.21126,344.57,0.6,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,300.45,7.99,D,2026-04-07 18:58:53.047434
31.29418,-92.20537,330.71,0.6,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.53,7.99,D,2026-04-07 18:58:53.047434
31.30842,-86.17736,336.34,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,303.3,5.93,D,2026-04-07 18:58:53.047434
31.33475,-90.40592,336.93,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,293.2,4.26,D,2026-04-07 18:58:53.047434
31.33544,-90.40379,332.49,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,295.74,12.15,D,2026-04-07 18:58:53.047434
31.33813,-90.40953,332.23,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.75,8.77,D,2026-04-07 18:58:53.047434
31.33904,-90.40468,334.66,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,293.93,12.15,D,2026-04-07 18:58:53.047434
31.36837,-94.23381,343.93,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,296.78,6.77,D,2026-04-07 18:58:53.047434
31.36948,-94.22877,334.99,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.42,6.77,D,2026-04-07 18:58:53.047434
31.37057,-94.22376,329.42,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.37,4.51,D,2026-04-07 18:58:53.047434
31.3975,-95.02955,327.61,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,295.16,4.56,D,2026-04-07 18:58:53.047434
31.40206,-95.03094,326.24,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.4,4.47,D,2026-04-07 18:58:53.047434
31.40537,-95.03787,329.06,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.91,4.47,D,2026-04-07 18:58:53.047434
31.55049,-85.16347,333.28,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.89,1.74,D,2026-04-07 18:58:53.047434
31.55216,-84.36526,331.17,0.4,0.4,2026-04-07,1857,N,VIIRS,l,2.0URT,302.28,2.56,D,2026-04-07 18:58:53.047434
31.55275,-84.36089,339.24,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.53,2.56,D,2026-04-07 18:58:53.047434
31.5556,-84.36589,350.96,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.65,6.64,D,2026-04-07 18:58:53.047434
31.57939,-84.55266,335.76,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.99,3.15,D,2026-04-07 18:58:53.047434
31.58351,-84.72509,336.5,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,300.02,2.81,D,2026-04-07 18:58:53.047434
31.58393,-87.65622,337.56,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,294.19,8.34,D,2026-04-07 18:58:53.047434
31.58458,-87.65215,348.85,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,295.87,8.34,D,2026-04-07 18:58:53.047434
31.58726,-87.65694,336.62,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.98,8.34,D,2026-04-07 18:58:53.047434
31.58791,-87.65288,356.1,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,304.24,8.34,D,2026-04-07 18:58:53.047434
31.58856,-87.6488,350.2,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,297.13,6.18,D,2026-04-07 18:58:53.047434
31.58922,-87.64471,331.35,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,294.11,6.18,D,2026-04-07 18:58:53.047434
31.58964,-87.65617,347.5,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,293.96,8.37,D,2026-04-07 18:58:53.047434
31.5903,-87.6521,356.49,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,296.69,8.37,D,2026-04-07 18:58:53.047434
31.59096,-87.64803,343.45,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,295.62,4.26,D,2026-04-07 18:58:53.047434
31.59162,-87.64394,331.02,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,295.52,4.26,D,2026-04-07 18:58:53.047434
31.59296,-87.65691,336.38,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.93,8.37,D,2026-04-07 18:58:53.047434
31.59362,-87.65283,367.0,0.4,0.4,2026-04-07,1857,N,VIIRS,h,2.0URT,298.31,8.37,D,2026-04-07 18:58:53.047434
31.59428,-87.64876,340.76,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,293.35,4.26,D,2026-04-07 18:58:53.047434
31.59694,-87.65356,353.33,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,296.34,8.93,D,2026-04-07 18:58:53.047434
31.60162,-85.91408,341.5,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.92,5.55,D,2026-04-07 18:58:53.047434
31.60222,-85.91,338.07,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,300.73,5.55,D,2026-04-07 18:58:53.047434
31.60622,-87.63869,348.85,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,300.42,4.65,D,2026-04-07 18:58:53.047434
31.60818,-94.75295,353.92,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,290.81,11.59,D,2026-04-07 18:58:53.047434
31.60954,-87.63942,339.02,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,296.92,4.65,D,2026-04-07 18:58:53.047434
31.62692,-90.73787,330.53,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.52,2.66,D,2026-04-07 18:58:53.047434
31.63056,-90.73876,331.33,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,291.47,4.57,D,2026-04-07 18:58:53.047434
31.6315,-90.7338,345.57,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,294.73,4.57,D,2026-04-07 18:58:53.047434
31.63243,-90.72884,330.57,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,293.24,3.2,D,2026-04-07 18:58:53.047434
31.63336,-90.72388,325.68,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.98,3.2,D,2026-04-07 18:58:53.047434
31.63514,-90.73469,336.39,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.42,4.57,D,2026-04-07 18:58:53.047434
31.63607,-90.72973,325.75,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.24,3.2,D,2026-04-07 18:58:53.047434
31.69209,-87.9891,333.93,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,296.01,2.3,D,2026-04-07 18:58:53.047434
31.69543,-87.98985,329.91,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,295.45,2.3,D,2026-04-07 18:58:53.047434
31.6961,-87.98572,345.37,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,297.69,5.37,D,2026-04-07 18:58:53.047434
31.69876,-87.99059,334.14,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,296.07,3.03,D,2026-04-07 18:58:53.047434
31.69944,-87.98647,325.52,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,297.52,6.97,D,2026-04-07 18:58:53.047434
31.70277,-87.98721,367.0,0.4,0.4,2026-04-07,1857,N,VIIRS,h,2.0URT,301.81,6.97,D,2026-04-07 18:58:53.047434
31.72597,-87.5043,338.68,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,296.13,82.36,D,2026-04-07 18:58:53.047434
31.75836,-84.10712,341.1,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,301.87,4.03,D,2026-04-07 18:58:53.047434
31.76064,-84.11667,339.4,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,304.53,3.71,D,2026-04-07 18:58:53.047434
31.81575,-84.00164,334.39,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,301.3,6.27,D,2026-04-07 18:58:53.047434
31.81692,-83.99262,336.73,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,301.21,5.95,D,2026-04-07 18:58:53.047434
31.8181,-83.98357,337.65,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.52,5.47,D,2026-04-07 18:58:53.047434
31.82508,-83.98485,343.1,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.13,3.47,D,2026-04-07 18:58:53.047434
31.82687,-94.56608,337.23,0.5,0.5,2026-04-07,1857,N,VIIRS,n,2.0URT,294.42,6.01,D,2026-04-07 18:58:53.047434
31.83079,-83.4444,334.28,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,300.76,3.84,D,2026-04-07 18:58:53.047434
31.8535,-83.09033,335.05,0.5,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,303.22,3.03,D,2026-04-07 18:58:53.047434
31.89781,-88.85912,344.25,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,290.39,4.84,D,2026-04-07 18:58:53.047434
31.89853,-88.85484,329.01,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,288.01,4.84,D,2026-04-07 18:58:53.047434
31.90047,-88.86421,329.45,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,287.84,2.38,D,2026-04-07 18:58:53.047434
31.9012,-88.85992,346.1,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,287.83,3.64,D,2026-04-07 18:58:53.047434
31.90192,-88.85564,340.31,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,288.11,3.64,D,2026-04-07 18:58:53.047434
31.90265,-88.85136,335.81,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,286.55,3.9,D,2026-04-07 18:58:53.047434
31.90458,-88.86073,334.79,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,287.29,3.64,D,2026-04-07 18:58:53.047434
31.90531,-88.85645,335.31,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,286.39,3.64,D,2026-04-07 18:58:53.047434
31.90604,-88.85216,332.05,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,285.6,3.9,D,2026-04-07 18:58:53.047434
31.90677,-88.84787,348.54,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,287.78,3.9,D,2026-04-07 18:58:53.047434
31.96216,-86.93403,331.06,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,297.65,2.95,D,2026-04-07 18:58:53.047434
32.04983,-85.92609,335.07,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.62,2.49,D,2026-04-07 18:58:53.047434
32.06918,-84.66039,331.6,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.94,7.03,D,2026-04-07 18:58:53.047434
32.07268,-85.76987,340.37,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,308.89,12.12,D,2026-04-07 18:58:53.047434
32.07328,-85.76574,340.32,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.83,12.12,D,2026-04-07 18:58:53.047434
32.07601,-85.77054,334.46,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.32,3.42,D,2026-04-07 18:58:53.047434
32.07661,-85.76641,328.33,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,300.15,3.42,D,2026-04-07 18:58:53.047434
32.10053,-87.84382,325.72,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.28,1.62,D,2026-04-07 18:58:53.047434
32.10128,-85.40419,330.81,0.4,0.4,2026-04-07,1857,N,VIIRS,l,2.0URT,301.43,1.91,D,2026-04-07 18:58:53.047434
32.10187,-85.40002,328.23,0.4,0.4,2026-04-07,1857,N,VIIRS,l,2.0URT,301.82,3.23,D,2026-04-07 18:58:53.047434
32.11361,-90.09736,331.01,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,278.19,4.25,D,2026-04-07 18:58:53.047434
32.1609,-86.10782,331.68,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,298.87,2.03,D,2026-04-07 18:58:53.047434
32.16523,-85.68983,348.47,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,308.54,10.99,D,2026-04-07 18:58:53.047434
32.16797,-85.69463,332.52,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,300.74,3.68,D,2026-04-07 18:58:53.047434
32.18375,-89.74443,325.86,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,290.03,2.14,D,2026-04-07 18:58:53.047434
32.20775,-87.14507,336.7,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.65,2.35,D,2026-04-07 18:58:53.047434
32.28091,-85.51555,332.65,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,303.57,1.79,D,2026-04-07 18:58:53.047434
32.28366,-85.52039,328.09,0.4,0.4,2026-04-07,1857,N,VIIRS,l,2.0URT,302.68,1.79,D,2026-04-07 18:58:53.047434
32.28426,-85.51621,335.74,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.87,1.79,D,2026-04-07 18:58:53.047434
32.28485,-85.51203,341.03,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,301.98,5.37,D,2026-04-07 18:58:53.047434
32.28642,-85.52523,338.35,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,304.44,4.78,D,2026-04-07 18:58:53.047434
32.28701,-85.52105,327.88,0.4,0.4,2026-04-07,1857,N,VIIRS,l,2.0URT,301.58,4.46,D,2026-04-07 18:58:53.047434
32.28761,-85.51687,355.16,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,305.3,4.46,D,2026-04-07 18:58:53.047434
32.28821,-85.51269,342.46,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,305.73,3.62,D,2026-04-07 18:58:53.047434
32.28858,-85.53425,331.75,0.4,0.4,2026-04-07,1857,N,VIIRS,l,2.0URT,301.84,1.73,D,2026-04-07 18:58:53.047434
32.29096,-85.51754,340.66,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.8,4.46,D,2026-04-07 18:58:53.047434
32.29156,-85.51335,339.32,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,305.19,3.62,D,2026-04-07 18:58:53.047434
32.29215,-85.50917,335.25,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.94,3.62,D,2026-04-07 18:58:53.047434
32.29431,-85.5182,347.36,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,304.16,4.42,D,2026-04-07 18:58:53.047434
32.29491,-85.51402,351.75,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,305.65,8.37,D,2026-04-07 18:58:53.047434
32.29766,-85.51887,333.69,0.4,0.4,2026-04-07,1857,N,VIIRS,l,2.0URT,303.94,4.42,D,2026-04-07 18:58:53.047434
32.29857,-84.28175,329.4,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,303.19,3.09,D,2026-04-07 18:58:53.047434
32.29932,-89.68554,328.97,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,279.55,2.82,D,2026-04-07 18:58:53.047434
32.31433,-90.13353,326.16,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,289.24,2.73,D,2026-04-07 18:58:53.047434
32.3443,-87.54819,336.8,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,299.19,2.97,D,2026-04-07 18:58:53.047434
32.34494,-87.5441,331.45,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,300.87,2.97,D,2026-04-07 18:58:53.047434
32.34761,-87.54892,345.59,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,306.09,10.04,D,2026-04-07 18:58:53.047434
32.38483,-86.42584,335.81,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,302.62,2.46,D,2026-04-07 18:58:53.047434
32.39352,-89.56658,336.62,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.06,4.37,D,2026-04-07 18:58:53.047434
32.39775,-89.56296,340.6,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.05,3.26,D,2026-04-07 18:58:53.047434
32.39853,-89.5585,329.66,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.16,3.26,D,2026-04-07 18:58:53.047434
32.40197,-89.55935,328.43,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,291.45,3.26,D,2026-04-07 18:58:53.047434
32.40916,-89.57973,341.27,0.4,0.4,2026-04-07,1857,N,VIIRS,n,2.0URT,292.84,3.96,D,2026-04-07 18:58:53.047434
32.41025,-86.68297,327.61,0.4,0.4,2026-04-07,1857,N,VIIRS,l,2.0URT,302.51,1.39,D,2026-04-07 18:58:53.047434
